ISIN_7_PREFIX,Company,All Companies Seen
INE907I,KUMAR URBAN DEVELOPMENT LIMITED,KUMAR URBAN DEVELOPMENT LIMITED
INE908I,GMR ENTERPRISES PRIVATE LIMITED,GMR ENTERPRISES PRIVATE LIMITED
INE909H,TATA GROUP,TATA GROUP | TMF HOLDINGS LIMITED
INE910H,CAIRN INDIA LIMITED,CAIRN INDIA LIMITED
INE911L,MAHAVEER FINANCE (INDIA) LIMITED,MAHAVEER FINANCE (INDIA) LIMITED
INE911S,NITESH URBAN DEVELOPMENT PRIVATE LIMITED,NITESH URBAN DEVELOPMENT PRIVATE LIMITED
INE912E,SBI GROUP,SBI GROUP
INE912Q,RUPAREL HOMES INDIA PRIVATE LIMITED,RUPAREL HOMES INDIA PRIVATE LIMITED
INE915B,IND SWIFT LABORATORIES LIMITED,IND SWIFT LABORATORIES LIMITED
INE915D,CITICORP FINANCE (INDIA) LIMITED,CITICORP FINANCE (INDIA) LIMITED | CITIFINANCIAL CONSUMER FIN. INDIA
INE915T,SUN PHARMA LABORATORIES LIMITED,SUN PHARMA LABORATORIES LIMITED
INE915U,ESSEL HIGHWAYS LIMITED,ESSEL HIGHWAYS LIMITED
INE916D,KOTAK GROUP,KOTAK GROUP
INE916M,CLASSIC MALL DEVELOPMENT COMPANY PRIVATE LTD,CLASSIC MALL DEVELOPMENT COMPANY PRIVATE LTD
INE916U,SHEELA FOAM LIMITED,SHEELA FOAM LIMITED
INE916Y,AKME FINTRADE (INDIA) LIMITED,AKME FINTRADE (INDIA) LIMITED
INE917M,DILIP BUILDCON LIMITED,DILIP BUILDCON LIMITED
INE918K,EDEL FINANCE COMPANY LIMITED,EDEL FINANCE COMPANY LIMITED | NUVAMA WEALTH FINANCE LIMITED
INE918T,HERO WIND ENERGY PRIVATE LIMITED,HERO WIND ENERGY PRIVATE LIMITED
INE919I,MUSIC BROADCAST LIMITED,MUSIC BROADCAST LIMITED
INE919R,MAHAN SYNTHETIC TEXTILES PRIVATE LIMITED,MAHAN SYNTHETIC TEXTILES PRIVATE LIMITED
INE920L,ORRIS INFRASTRUCTURE PRIVATE LIMITED,ORRIS INFRASTRUCTURE PRIVATE LIMITED
INE921M,SHREE NAMAN DEVELOPERS LIMITED,SHREE NAMAN DEVELOPERS LIMITED
INE921N,CBC SOLAR TECHNOLOGIES PRIVATE LIMITED,CBC SOLAR TECHNOLOGIES PRIVATE LIMITED
INE922K,INDIA SHELTER FINANCE CORPORATION LIMITED,INDIA SHELTER FINANCE CORPORATION LIMITED
INE923L,SP JAMMU UDHAMPUR HIGHWAY LIMITED,SP JAMMU UDHAMPUR HIGHWAY LIMITED
INE923P,INTERNATIONAL MARITIME & ALLIED SERVICES LTD,INTERNATIONAL MARITIME & ALLIED SERVICES LTD
INE924F,THE MYSORE PAPER MILLS LIMITED,THE MYSORE PAPER MILLS LIMITED
INE925K,TRICHY PADALUR TOLLWAYS PRIVATE LIMITED,TRICHY PADALUR TOLLWAYS PRIVATE LIMITED
INE927F,KERALA STATE POWER AND INFRA FIN CORP LTD,KERALA STATE POWER AND INFRA FIN CORP LTD
INE928F,TATA GROUP,TATA GROUP
INE928P,BANGALORE METRO RAIL CORPORATION LIMITED,BANGALORE METRO RAIL CORPORATION LIMITED
INE931Q,PROMONT HILLSIDE PRIVATE LIMITED,PROMONT HILLSIDE PRIVATE LIMITED
INE931S,ADANI GROUP,ADANI GROUP
INE932X,SHARE INDIA SECURITIES LIMITED,SHARE INDIA SECURITIES LIMITED
INE934E,MSFC SR-62,MSFC SR-62
INE936D,JAMNAGAR UTILITIES & POWER PRIVATE LIMITED,JAMNAGAR UTILITIES & POWER PRIVATE LIMITED | RELIANCE GROUP
INE936W,JSW PROJECTS LIMITED,JSW PROJECTS LIMITED
INE938L,IL&FS ENERGY DEVELOPMENT COMPANY LIMITED,IL&FS ENERGY DEVELOPMENT COMPANY LIMITED
INE939L,TORRENT INVESTMENTS LIMITED,TORRENT INVESTMENTS LIMITED
INE939P,PARINEE REALTY PRIVATE LIMITED,PARINEE REALTY PRIVATE LIMITED
INE939X,MANBA FINANCE LIMITED,MANBA FINANCE LIMITED
INE941D,RELIANCE GROUP,RELIANCE GROUP | SIKKA PORTS & TERMINALS LIMITED
INE941Z,EARC TRUST - SC 327,EARC TRUST - SC 327
INE944Y,JORABAT SHILLONG EXPRESSWAY LIMITED,JORABAT SHILLONG EXPRESSWAY LIMITED
INE945S,KUDGI TRANSMISSION LIMITED,KUDGI TRANSMISSION LIMITED
INE945W,INCRED FINANCIAL SERVICES LIMITED,INCRED FINANCIAL SERVICES LIMITED
INE946L,HERO INVESTMENTS PRIVATE LIMITED,HERO INVESTMENTS PRIVATE LIMITED
INE946S,NUFUTURE DIGITAL (INDIA) LIMITED,NUFUTURE DIGITAL (INDIA) LIMITED
INE946Z,EARC TRUST - SC 297,EARC TRUST - SC 297
INE947F,TRANSMISSION CORPORATION OF A.P. LTD,TRANSMISSION CORPORATION OF A.P. LTD
INE948P,SURANJAN HOLDING AND ESTATE DEVELOPERS PRIVATE LIMITED,SURANJAN HOLDING AND ESTATE DEVELOPERS PRIVATE LIMITED
INE949L,AU SMALL FINANCE BANK LIMITED,AU SMALL FINANCE BANK LIMITED
INE950O,MAHINDRA RURAL HOUSING FINANCE LIMITED,MAHINDRA RURAL HOUSING FINANCE LIMITED
INE951F,ADITYA BIRLA SUN LIFE INSURANCE COMPANY LIMITED,ADITYA BIRLA SUN LIFE INSURANCE COMPANY LIMITED
INE953L,JANA SMALL FINANCE BANK LIMITED,JANA SMALL FINANCE BANK LIMITED
INE954K,AIR INDIA LIMITED,AIR INDIA LIMITED
INE954W,PARTHOS PROPERTIES PRIVATE LIMITED,PARTHOS PROPERTIES PRIVATE LIMITED
INE955K,AIR INDIA EXPRESS LIMITED,AIR INDIA EXPRESS LIMITED
INE956L,MONEYWISE FINANCIAL SERVICES PRIVATE LIMITED,MONEYWISE FINANCIAL SERVICES PRIVATE LIMITED
INE957N,HERO FINCORP LIMITED,HERO FINCORP LIMITED
INE957P,BCIL RED EARTH DEVELOPERS INDIA PRIVATE LTD,BCIL RED EARTH DEVELOPERS INDIA PRIVATE LTD
INE957R,FINCARE BUSINESS SERVICES LIMITED,FINCARE BUSINESS SERVICES LIMITED
INE958G,RELIGARE FINVEST LIMITED,RELIGARE FINVEST LIMITED
INE959P,SURAKSHA REALTY LIMITED,SURAKSHA REALTY LIMITED
INE960S,JSW LOGISTICS INFRASTRUCTURE PRIVATE LIMITED,JSW LOGISTICS INFRASTRUCTURE PRIVATE LIMITED
INE963I,PRINCE FOUNDATIONS LIMITED,PRINCE FOUNDATIONS LIMITED
INE963K,STL FERTILIZERS PRIVATE LIMITED,STL FERTILIZERS PRIVATE LIMITED
INE964Q,RENEW WIND ENERGY (RAJASTHAN ONE) PRIVATE LIMITED,RENEW WIND ENERGY (RAJASTHAN ONE) PRIVATE LIMITED
INE964U,ANTHEA AROMATICS PRIVATE LIMITED,ANTHEA AROMATICS PRIVATE LIMITED
INE965H,WIRE AND WIRELESS (INDIA) LIMITED,WIRE AND WIRELESS (INDIA) LIMITED
INE965Q,DALMIA BHARAT CEMENTS HOLDINGS LIMITED,DALMIA BHARAT CEMENTS HOLDINGS LIMITED
INE965R,GERA DEVELOPMENTS PRIVATE LIMITED,GERA DEVELOPMENTS PRIVATE LIMITED
INE968N,L&T SEAWOODS LIMITED,L&T SEAWOODS LIMITED
INE969P,BHAIRAAV ERECTORS LIMITED,BHAIRAAV ERECTORS LIMITED
INE969X,ELBE SBL IFMR CAPITAL 2017,ELBE SBL IFMR CAPITAL 2017
INE970M,KUMAR URBAN DEVELOPMENT PRIVATE LIMITED,KUMAR URBAN DEVELOPMENT PRIVATE LIMITED
INE972T,SINTEX PREFAB AND INFRA LIMITED,SINTEX PREFAB AND INFRA LIMITED
INE973F,PUNJAB STATE INDUSTRIAL DEVELOPMENT CORP.LTD,PUNJAB STATE INDUSTRIAL DEVELOPMENT CORP.LTD
INE973K,SHARE MICROFIN LIMITED,SHARE MICROFIN LIMITED
INE974L,AMBADI INVESTMENTS PRIVATE LIMITED,AMBADI INVESTMENTS PRIVATE LIMITED
INE975A,ELDER PHARMACEUTICALS LIMITED,ELDER PHARMACEUTICALS LIMITED
INE975F,KOTAK GROUP,KOTAK GROUP
INE975G,IL,IL
INE976G,RBL BANK LIMITED,RBL BANK LIMITED
INE976I,TATA GROUP,TATA GROUP
INE977J,TRAPTI TRADING & INVESTMENTS PVT LTD,TRAPTI TRADING & INVESTMENTS PVT LTD
INE978J,TURQUOISE INVESTMENTS AND FINANCE PVT LTD,TURQUOISE INVESTMENTS AND FINANCE PVT LTD
INE979S,POWERGRID VIZAG TRANSMISSION LIMITED,POWERGRID VIZAG TRANSMISSION LIMITED
INE981F,EPIC CONCESIONES 3 PRIVATE LIMITED,EPIC CONCESIONES 3 PRIVATE LIMITED
INE982D,GODREJ & BOYCE MANUFACTURING COMPANY LIMITED,GODREJ & BOYCE MANUFACTURING COMPANY LIMITED
INE982X,SATYA MICROCAPITAL LIMITED,SATYA MICROCAPITAL LIMITED
INE983F,H.P. INFRASTRUCTURE DEVELOPMENT BOARD,H.P. INFRASTRUCTURE DEVELOPMENT BOARD
INE985G,ARCIL-SBPS-004-I TRUST,ARCIL-SBPS-004-I TRUST
INE985L,ATRIA CONVERGENCE TECHNOLOGIES PRIVATE LTD.,ATRIA CONVERGENCE TECHNOLOGIES PRIVATE LTD.
INE985N,JAY PROPERTIES PRIVATE LIMITED,JAY PROPERTIES PRIVATE LIMITED
INE985V,AMBIT FINVEST PRIVATE LIMITED,AMBIT FINVEST PRIVATE LIMITED
INE986A,BILCARE LIMITED,BILCARE LIMITED
INE986D,CANBANK FACTORS,CANBANK FACTORS
INE990D,KRISHNA BHAGYA JALA NIGAM LIMITED,KRISHNA BHAGYA JALA NIGAM LIMITED
INE990I,ALAKNANDA HYDRO POWER COMPANY LTD,ALAKNANDA HYDRO POWER COMPANY LTD
INE991L,GMR AIR CARGO AND AEROSPACE ENGINEERING LIMITED,GMR AIR CARGO AND AEROSPACE ENGINEERING LIMITED
INE994S,PRIUS COMMERCIAL PROJECTS PRIVATE LIMITED,PRIUS COMMERCIAL PROJECTS PRIVATE LIMITED
INE996L,CREDIT SUISSE FINANCE (INDIA) PRIVATE LIMITED,CREDIT SUISSE FINANCE (INDIA) PRIVATE LIMITED
INE996U,SI CREVA CAPITAL SERVICES PRIVATE LIMITED,SI CREVA CAPITAL SERVICES PRIVATE LIMITED
INE998Y,BERAR FINANCE LIMITED,BERAR FINANCE LIMITED
INE999B,SANGHI INDUSTRIES LIMITED,SANGHI INDUSTRIES LIMITED
INE999H,LOKHANDWALA KATARIA CONSTRUCTION PRIVATE LTD,LOKHANDWALA KATARIA CONSTRUCTION PRIVATE LTD
INE999J,ATC TELECOM INFRASTRUCTURE PRIVATE LIMITED,ATC TELECOM INFRASTRUCTURE PRIVATE LIMITED
